latitude,longitude,altitude-24.9361964688,-51.3905997667,883.16
-24.9363533780,-51.3918576390,880.21
-24.9363836367,-51.3918620814,879.40
-24.9365218543,-51.3918542024,878.60
-24.9366297293,-51.3918547891,878.64
-24.9366643466,-51.3918986265,878.66
-24.9367366824,-51.3919308968,878.71
-24.9368867185,-51.3918702118,878.66
-24.9369236827,-51.3918521069,878.66
-24.9370327312,-51.3918430544,877.79
-24.9370644148,-51.3918458205,877.90
-24.9371639080,-51.3918127958,875.53
-24.9372410215,-51.3917780947,873.97
-24.9372918997,-51.3917592354,873.13
-24.9373156205,-51.3917392027,873.14
-24.9373222422,-51.3917422201,872.39
-24.9372552708,-51.3912941236,869.04
-24.9372444581,-51.3912905194,869.04
-24.9372121878,-51.3912628591,873.28
-24.9372051470,-51.3912561536,873.28
-24.9371750560,-51.3912366237,874.13
-24.9371304642,-51.3912092987,874.14
-24.9370145425,-51.3911278266,875.92
-24.9369311426,-51.3910631184,875.89
-24.9368070066,-51.3909671456,876.67
-24.9367160629,-51.3909093942,878.44
-24.9366625864,-51.3908460271,879.25
-24.9366298970,-51.3907811511,880.73
-24.9365363549,-51.3907591067,880.75
-24.9364185892,-51.3907114137,881.52
-24.9363047630,-51.3906493876,882.40
-24.9362781085,-51.3906393293,882.39
-24.9362547230,-51.3906735275,882.37
-24.9362346064,-51.3907950651,882.38
-24.9361885898,-51.3909203745,882.35
-24.9361639470,-51.3909922913,882.36
-24.9361025915,-51.3911460154,882.38
-24.9360940419,-51.3911523018,882.39
-24.9359334446,-51.3912065327,882.40
-24.9358663056,-51.3913151622,882.39
-24.9357438460,-51.3914658688,882.37
-24.9357064627,-51.3915053476,879.96
-24.9356135912,-51.3916069362,878.99
-24.9356131721,-51.3916064333,879.00
-24.9356141780,-51.3916041702,879.00
-24.9356151838,-51.3916007336,879.06
-24.9356151000,-51.3915965427,879.06
-24.9356161896,-51.3915946148,875.60
